feedback_id,product_id,search_id,product_rank,feedback_type,feedback_value,product_data,date_created,session_id,user_agent,additional_data
a9405a55-bb99-4379-89cd-18c41ff361cf,prod_282861edd332,search_0_1824015490386404172,2,description_comment,ádasd,"{""store"": ""SIB"", ""image_url"": ""https://cdn.shopify.com/s/files/1/0560/7233/9630/files/10280030425scl1tmn1tr04nh02an01acm1_ipatustw00045_mkw1.jpg?v=1744362658"", ""description"": ""Mug này là một Dad được thiết kế dành cho Daughter, phù hợp cho Mother's Day với phong cách Elegant và tông màu Pastel. ..."", ""engagement"": {""like"": 0, ""comment"": 0, ""share"": 0}, ""similarity"": ""39.41%"", ""platform"": ""ipatustw00045"", ""date"": ""2025-04-11 02:10:34-07""}",2025-08-12 17:51:27.491801,0d6a9912-5093-4eee-9bd4-d648f3434110,unknown,"{""comment_type"": ""detailed_comment"", ""comment_length"": 5}"
